id,event_date,event_date_confidence,published_at,collected_at,country,city,lat,lng,actor,perpetrator,target,claimant,supporting_force,event_type,significance,confidence,source_count,independent_source_count,title
dfb3855d3f453b7b84b27c0091ea309c77be105a,2026-09-19,publication-proxy,2026-09-19T19:48:00Z,2026-09-19T20:57:03.747059Z,Mali,,,,JNIM,JNIM,,,,attack,ROUTINE,moderate,1,1,Al-Qaida-linked JNIM claims a deadly Mali army camp attack and releases video of captured soldiers - AP News
045e201ec819bb2707611660b05da6572820b8ac,2026-09-19,explicit-text,2026-09-19T20:27:07Z,2026-09-19T20:56:41.947029Z,Mali,Sévaré,14.5272,-4.0934,Other,,,,,security operation,MAJOR,low,1,1,"Mali: Jihadists target Sévaré, a checkpoint near Bamako and multiply strategic attacks"
e226d28cd43ba36f73b371bd73dda83fb30fc0f2,2026-09-19,explicit-text,2026-09-19T13:26:58Z,2026-09-19T18:15:00.857125Z,Mali,Djenné,13.9061,-4.555,State,State,,,,security operation,MAJOR,moderate,1,1,"Operation Dougoukoloko: the FAMa strike several terrorist positions in Djenné, Sévaré and Ber"
ecedb77d7e97358a5343f986b38665e5f66e47a5,2026-09-18,publication-proxy,2026-09-18T19:59:25Z,2026-09-21T04:28:31.181790Z,Mali,,,,Africa Corps/Wagner,Africa Corps/Wagner,,,,attack,ROUTINE,moderate,1,1,"In Mali, at least 100 Russian soldiers and five mercenaries killed in a jihadist attack, according to a latest report - Le Monde.fr"
de8becd9f70ded6f4621b871d4e289740188ba34,2026-09-17,publication-proxy,2026-09-17T10:01:47Z,2026-09-21T03:56:07.980715Z,Mali,,,,Africa Corps/Wagner,Africa Corps/Wagner,,,,security operation,SIGNIFICANT,low,1,1,Mali’s drone war: ‘They saw the children and still fired’
dc854ef4a52412c4b3c6a93015bd1142e4c3a1f9,2026-09-17,explicit-text,2026-09-17T21:24:45Z,2026-09-19T20:56:45.703291Z,Mali,Dioura,14.82528,-5.25139,State,State,,,,security operation,MAJOR,moderate,1,1,Operation Dougoukoloko: The FAMa neutralize terrorist groups and destroy their equipment in Dioura and Kidal
38c4521eeb4bc2760c514e087d6c7ff8a41f8b23,2026-09-17,explicit-text,2026-09-19T11:26:16Z,2026-09-19T18:15:03.129399Z,Mali,,,,State,State,,,,offensive/campaign,MAJOR,moderate,1,1,Terrorist hunt: The FAMa's victorious offensive is accelerating on several fronts
39b2ccbd079c7b2e312b3576f28563c799161548,2026-09-10,explicit-text,2026-09-26T12:24:54Z,2026-09-26T12:30:22.028729Z,Mali,Dioura,14.82528,-5.25139,JNIM,,Africa Corps/Wagner,,,ambush,MAJOR,low,1,1,"Mali: Dioura, Sévaré, Kidal... Russian weapons are no longer enough to hold the ground"
7f992ed158ab569af14f7e6588bf7b7a9a42957c,2026-09-10,explicit-text,2026-09-24T11:54:22Z,2026-09-24T10:32:12.535303Z,Mali,Dioura,14.82528,-5.25139,JNIM,JNIM,State,,,attack,MAJOR,moderate,1,1,"In Mali, the deadly attack in Dioura reveals the shortcomings of the security system"
49a010bed8728cedc2a1329288e5290eb58aa820,2026-09-10,explicit-text,2026-09-14T13:44:16Z,2026-09-21T04:28:31.185520Z,Mali,,,,Africa Corps/Wagner,Africa Corps/Wagner,,,,attack,ROUTINE,moderate,1,1,"In Mali, at least 50 Russian soldiers and five mercenaries killed Thursday in a jihadist attack - Le Monde.fr"
889644f62f066fc2e2d8956e1237e69d27fb3895,2026-08-29,publication-proxy,2026-08-29T07:00:00Z,2026-09-21T02:42:45.657991Z,Niger,Niamey,13.5116,2.1254,Other,,,,,attack,MAJOR,low,1,1,Niger: Armed attack targeting the perimeter of the Presidential Palace and Niamey Airport - staging-ar.almayadeen.net
1cb14150da39c1877bba0a50306228cbabffde99,2026-07-27,publication-proxy,2026-07-27T07:00:00Z,2026-09-21T15:25:40.257071Z,Mali,,,,Other,,,,,security operation,ROUTINE,low,1,1,Possible military intervention against terrorist groups in the Sahel: Mali is neither a requester nor a taker of a counterproductive US military operation - maliweb.net
9a3d5da15e7647754aabc3e55b26bf28e4e9199a,2026-07-18,publication-proxy,2026-07-18T07:00:00Z,2026-09-21T02:05:51.565737Z,Mali,Kidal,18.4411,1.4078,State,State,State,,,ambush,SIGNIFICANT,moderate,1,1,Mali: A convoy of FAMa and their partners targeted by an ambush in the Kidal region - Bamada.net
1345fc3b9092e62104c3642268d1d93fdb6710f4,2026-07-12,publication-proxy,2026-07-12T07:00:00Z,2026-09-20T00:33:45.228595Z,Mali,,,,State,State,,,,offensive/campaign,MAJOR,moderate,1,1,Battle of Anefis: the Africa Corps and the Malian Army announce that they have repelled a vast terrorist offensive in northern Mali - Bamada.net
12c25c4a19b8419e9f6ee8817c0fd16941de7e95,2026-07-09,explicit-text,2026-07-09T00:00:00Z,2026-09-21T03:26:02.367174Z,Mali,,,,JNIM,JNIM,,,,offensive/campaign,MAJOR,moderate,1,1,"{{currentView.title}} July 09, 2026 Another JNIM Offensive Across Mali"
9a9ed49b9f32a7f76341a1e44ea88a2b89c0af66,2026-06-18,explicit-text,2026-06-18T18:50:55Z,2026-09-19T18:26:58.796215Z,Niger,Niamey,13.5116,2.1254,Other,,,,,raid,MAJOR,low,1,1,"Attempted incursion into the Niamey airport area: 22 attackers neutralized, about twenty suspects captured and important equipment seized"
a1d9f1b9130658597d57710bedcb6722ffc21706,2026-05-11,publication-proxy,2026-05-11T07:00:00Z,2026-09-21T03:26:04.444316Z,Mali,,,,JNIM,JNIM,,,,offensive/campaign,MAJOR,moderate,1,1,JNIM’s Mali Offensive and the Limits of Counterterrorism in the Sahel - Small Wars Journal
7abe61a7003a81539f6fb61324522108bb00d56c,2026-05-01,publication-proxy,2026-05-01T07:00:00Z,2026-09-19T20:57:08.799376Z,Mali,Bamako,12.6392,-8.0029,Other,,,,,territorial seizure/blockade,MAJOR,low,1,1,Mali Jihadists Begin Bamako Blockade: Sources - The Defense Post
126da9a48057086e6e98962ba78f1ec44b99b01d,2026-04-30,explicit-text,2026-04-30T00:00:00Z,2026-09-21T03:56:11.218040Z,Mali,,,,JNIM,JNIM,,,,offensive/campaign,MAJOR,moderate,1,1,"{{currentView.title}} April 30, 2026 JNIM Continues Historic Offensive in Mali"
d6734bd97ecef8d22737cd7b496ac90365cb3a7b,2026-04-28,explicit-text,,2026-09-21T03:56:10.705556Z,Mali,Kidal,18.4411,1.4078,JNIM,JNIM,,,,offensive/campaign,MAJOR,moderate,1,1,"{{currentView.title}} April 28, 2026 Fall of Kidal—What JNIM’s Latest Offensive Means for Mali’s Future: Africa File Special Edition To receive the weekly Africa File or Congo War Security Review via email, please subscribe here."
ef6059bf193bf34c521b23e1169b3c098f6a9fb5,2026-04-25,explicit-text,2026-04-30T00:00:00Z,2026-09-21T03:56:11.218040Z,Mali,Bamako,12.6392,-8.0029,JNIM,JNIM,,,,territorial seizure/blockade,MAJOR,moderate,1,1,"Al Qaeda’s Sahelian affiliate Jama’at Nusrat al Islam wa al Muslimeen (JNIM) and its Tuareg rebel allies are continuing operations to consolidate control over northern Mali in the wake of their historic attacks on April 25, while JNIM has simultaneously re-tightened its blockade on Bamako to topple the Malian junta."
1d54df7bd7ddc0af481cb4756786d1687e569292,2026-04-25,explicit-text,2026-04-30T00:00:00Z,2026-09-21T03:56:11.218040Z,Mali,Kidal,18.4411,1.4078,JNIM,JNIM,,,,offensive/campaign,MAJOR,moderate,1,1,"For full analysis and forecasting of JNIM’s initial April 25 attacks and their broader implications, read CTP’s recent special edition “Fall of Kidal—What JNIM’s Latest Offensive Means for Mali’s Future.” - Somalia."
40445605aa393a0876d6c44d1f463cb7ad23bbd3,2026-04-25,publication-proxy,2026-04-25T07:00:00Z,2026-09-19T20:56:44.635209Z,Mali,,,,State,,,,,clash,ROUTINE,low,1,1,Terrorist attacks in Mali: army announces ongoing fighting and calls for calm - Maliweb
eab5b3b9cd01e35b31e6b571859e8146a97d77c6,2026-04-22,publication-proxy,2026-04-22T07:00:00Z,2026-09-19T20:57:03.753921Z,Niger,,,,Africa Corps/Wagner,Africa Corps/Wagner,,,,kidnapping,SIGNIFICANT,moderate,1,1,Russia says its Africa Corps has freed Russian and Ukrainian citizens abducted in Niger - AP News
ee274af4fa830ab731e452f6f76befbfc6e83de6,2026-02-04,publication-proxy,2026-02-04T08:00:00Z,2026-09-22T02:27:24.070540Z,Niger,Niamey,13.5116,2.1254,Other,,,,,attack,MAJOR,low,1,1,Attack on Niamey airbase sounds alarms on uranium security - Africa Confidential
d9dd2877a0bfd405cdaf7985020e3cc753ed25b6,2025-11-10,publication-proxy,2025-11-10T08:00:00Z,2026-09-19T20:57:03.778323Z,Mali,,,,Other,,,,,territorial seizure/blockade,MAJOR,low,1,1,Some fuel stations and schools reopen in Mali amid militants’ blockade - AP News
909d973d3ab31949c45ef288af285cb5bdb48c05,2025-09-16,publication-proxy,2025-09-16T07:00:00Z,2026-09-21T23:26:04.234610Z,Mali,,,,Other,,,,,territorial seizure/blockade,MAJOR,low,1,1,Al-Qaida-linked militants target fuel trucks in Mali in a blockade that could squeeze the economy - AP News
a0b218df8b8eab386a88d5d4ce46fee6c61e6218,2025-05-15,publication-proxy,2025-05-15T07:00:00Z,2026-09-20T09:25:23.489464Z,Burkina Faso,,,,State,,,,,attack,ROUTINE,low,1,1,Major Jihadist Attack Exposes Military Failings in Burkina Faso - crisisgroup.org
615e6662263214611ccf4dfebd8aa256c646f8b7,2024-10-09,publication-proxy,2024-10-09T07:00:00Z,2026-09-21T03:26:04.351811Z,Mali,Bamako,12.6392,-8.0029,Africa Corps/Wagner,,Africa Corps/Wagner,,,attack,MAJOR,moderate,1,1,Al-Qaeda Attack on Russians in Bamako Latest Setback for Russia’s Africa Corps - The Jamestown Foundation
5ef23562a97157db55f18e5fd118b0be20952111,2024-09-19,explicit-text,2024-09-18T07:00:00Z,2026-09-25T16:30:58.338478Z,Mali,Bamako,12.6392,-8.0029,JNIM,JNIM,,,,security operation,MAJOR,moderate,1,1,"Africa File, September 19, 2024: JNIM Strikes Bamako"
144a8b29f1b51afbe0a7092f1f7dce81382c66af,2024-09-17,explicit-text,2024-09-24T07:00:00Z,2026-09-20T09:25:23.492163Z,Mali,Bamako,12.6392,-8.0029,Other,,,,,attack,MAJOR,low,1,1,The 17 September Jihadist Attack in Bamako: Has Mali’s Security Strategy Failed? - crisisgroup.org
876f20d4dc8474c88e3bbe99243800144d81c453,2024-07-30,publication-proxy,2024-07-30T07:00:00Z,2026-09-19T20:57:08.783564Z,Mali,,,,State,,,,,clash,ROUTINE,low,1,1,Mali Army Admits ‘Large Number’ of Losses in Fighting in North - The Defense Post
7914bd0758ddae92b022e3cb4a920d216c83e29d,2024-01-25,publication-proxy,2024-01-25T08:00:00Z,2026-09-21T02:42:40.455776Z,Burkina Faso,,,,Other,,,,,security operation,ROUTINE,low,1,1,Burkina Faso: Drone Strikes on Civilians Apparent War Crimes - hrw.org
9a0da95e8f8ac137b26ca7246ea6ad4391a49ed2,2022-09-06,publication-proxy,2022-09-06T07:00:00Z,2026-09-21T02:42:34.509627Z,Burkina Faso,,,,Other,,,,,IED/explosion,SIGNIFICANT,low,1,1,Burkina Faso: Dozens dead after bus hits IED - dw.com
71b51bfa5ba46d9a6ff79cad7a4cb02a23748d75,2022-06-12,publication-proxy,2022-06-12T07:00:00Z,2026-09-21T02:42:27.335094Z,Mali,,,,Other,,,,,attack,ROUTINE,low,1,1,'Terrorist attack' kills at least 5 in Mali - VOA Africa
b967fe3f8432a013ef2814c1779677101baf7cf0,2019-05-10,publication-proxy,2019-05-10T07:00:00Z,2026-09-20T06:31:33.344118Z,Burkina Faso,,,,Other,,,,,raid,SIGNIFICANT,low,1,1,French soldiers killed in Burkina Faso raid to free foreign hostages - The Defense Post
450a8a7d3253409025c927425436c43985bb0e36,2019-01-20,publication-proxy,2019-01-20T08:00:00Z,2026-09-21T16:28:07.729294Z,Mali,,,,Other,,,,,attack,MAJOR,low,1,1,Mali: 10 UN peacekeepers killed in attack on Aguelhok base - The Defense Post
85552cb7e34ecd9250a8aaf44c30d5e179566779,2018-08-22,publication-proxy,2018-08-22T07:00:00Z,2026-09-21T02:42:27.338092Z,Burkina Faso,,,,Other,,,,,attack,ROUTINE,low,1,1,A customs officer killed in an attack in Burkina Faso - VOA Africa
